,Ratings,Full_review
14405,1,"Catridge are costly, and after taken 100 pages of print its asking for refill the catridge. High maitainance or else product is good"
14406,4,Nice product
14407,4,Good price
14408,4,Bad
14409,1,Good product
14410,1,All over performance is good but the cartridge rate was high thats the main problem of this
14411,5,"Damage product delivered, black and white print image and writing good but colour print out quality is bad."
14412,2,Very bad product. Print is not properly only print conner.
14413,5,Bad
14414,3,Nice printer and average print quality
14415,1,Love this printer
14416,4,Good product
14417,3,Viray nice
14418,3,This printer is not connecting with pc
14419,1,Nice
14420,1,Amazing and All Features Are Available In This Printer. At This Price Range😻😱. But The Main Prblem Is The Cartrage . Catrage Need to Be Clean Every Day . but The Printer Is Awesome If You Take Care Of It.🔥 Go For It.
14421,5,It works very fine..although the delivery was late but the product was in a very fine condition .the service was really appreciable.
14422,5,Gud
14423,5,Very nice product
14424,5,Printer is not worked what can I do
14425,4,Super printer
14426,5,nice
14427,1,Good
14428,5,Not trying this product
14429,3,Nice products
14430,5,Return the printer damage
14431,5,Product is as per specified..but the packaging wasn't that good..may be the handling in transportation was bad.. corners of the packaging was totally broken...but it was okay. Product wasn't damage at all.
14432,5,its very good
14433,5,Its very horrible to install and also ink charges also very high its waste product
14434,4,Thanks corseca and flipkart
14435,1,Faltu do not by this That item is very bad
14436,3,Nice product
14437,1,Nice
14438,3,Product is not work properly.
14439,4,"Really bad experience with the product, no proper packing, doesn't look like brand new product. Accessory are"
14440,1,Best for home
14441,5,Cartiradge have very low ink
14442,1,Screching in page
14443,5,Product Is good but usb Cable are missing in this Box .
14444,5,Satisfied
14445,2,Wast one don't buy it don't waste your money
14446,1,Working good and worthy
14447,5,Ink problem
14448,1,Not poor image
14449,5,Amazing product really...and very helpful bczz it multi functional and it's new to me bczz it performs fast as it is a Inkjet printer..
14450,3,Ink
14451,5,Nice product. I love flipkart ❤️
14452,1,It's good
14453,5,Good
14454,1,Nice
14455,5,Good product..
14456,5,Nice
14457,4,Perfect canon printer thanks filpkart
14458,5,Ok
14459,3,Nyc
14460,5,Good print
14461,5,Nice product
14462,5,good but cartidge price is very high expensive
14463,4,"Nice product. Easy to use. Can work as copier. Little expensive ink. Drivers installation takes some time but once done, works fine."
14464,5,Awesome products
14465,3,good product
14466,5,Good for small work
14467,5,Good product value for money. A best product in this price range
14468,4,Don't waste your money...ink cartridge is leaking and printing s not clear...
14469,3,Not good
14470,5,Osm
14471,5,The product i's okie but when the cartridge ink when buy seperate the price is high.
14472,5,Nice products
14473,4,Good printer
14474,4,Bad
14475,1,Good experience
14476,1,Very bad product don't buy it
14477,4,Super sir but ink will no print 100 pages sir
14478,3,Nice printer budget price
14479,3,Soo..Good
14480,3,Worst product. Waste of money.... not buy this product
14481,1,Nice
14482,5,Ink poblam guys not refling very bad podact pepper cost high incase refilling no warranty very careful parches podact I am not happy
14483,1,"But the price was too high at the time Rs 3299, but now 2699. Good working printer"
14484,5,This machine is not working properly .so please buy this product and this Flipkart agency is not responding properly pls give me a proper response
14485,5,Printer is good but the ink value is high.
14486,5,Good Product. Awesome colour and Design.
14487,1,Good
14488,5,Good for home use
14489,1,Good
14490,4,Black ink printing ..light color... Cartridge which come from printer is just few pages ..indicator blinking you should change black cartridge immediatelyy...
14491,1,Best product thanku uhh flipkart
14492,5,This is pordak no raning
14493,5,Very slow printer Cartridge very costly Prints max 60 pages Refill through injection possible but print quality bad Overall go for laser if print more than 100 pages a month
14494,3,Ok
14495,4,Best product
14496,5,Very good performance
14497,1,It's really worth
14498,5,Very good
14499,1,Bad product
14500,2,Excellent
14501,3,Very good product
14502,5,Vikash good
14503,5,Nice product but colour copy is verry poor n verry bad
14504,5,Waste of money only 50 prints taken ink drained completely.
14505,5,Excellent
14506,1,"Im very happy with the product , it is working perfectly"
14507,5,Nice
14508,5,"Low efficiency to use the product I think waste of money, It's good to gain experience ,"
14509,5,nice quality
14510,3,Good performance for single use
14511,1,Waste product dont buy it i got the old one.. Flipkart must take this issue seriously 😠😠
14512,5,Good working
14513,5,Super and perfect must buy
14514,4,Poor quality printer low quality print plastic body not better Totaly lost of your money
14515,4,Everything is fine..but with in one day ink completed.we have taken 35 color and 40 black and white print
14516,5,Bad products & service Last quality
14517,5,Good
14518,4,Company is cheating the customers. Waste of money.
14519,5,Waste of money
14520,5,"Product works fine but ink ran out within 10 prints only. How can we trust brands lik canon to give such results. If anyone knows if i cn complain somewhere about this issue, please let me know"
14521,2,"Cartridge (ink) price is very high i.e 700 per cartridge (ink) If u don't believe then contact to the offline shop..  companies who sell cheap printers are likely to sell more printers and get these customers and captive market for buying compatible cartridges. Even if a customer later regrets the price of ink cartridges, he is unlikely to buy a new printer just because the ink is so expensive."
14522,3,Waste just 30 or 40 black copies is completed ink bottle the copy is no clarity  Waste waste machine 1 cartridge only 20 or 30 copies flipkart 😔😔
14523,1,Very good for personal use.
14524,5,Item it defective and i cannot even return the defective product. So waste of money
14525,1,Good
14526,2,Bad
14527,1,Very good product
14528,1,Hard to find cartridge and ink was so costly
14529,1,"Great , happy with the product."
14530,4,Very good product for home use and for small offices.
14531,1,Gud for home use
14532,4,good product
14533,1,High Maintenance in ink
14534,5,Good !
14535,3,This is very Bad printer This printer no ink in cartage very very worst product Waste of money waste of time everything waste of this printer
14536,4,Happy customer ?
14537,5,Accurate printer all in one
14538,4,Hardly printed 8 pages color ink finished
14539,5,Good printer but cartridge very low consumption 10-30 pages only
14540,1,Good but cartidage is so I expensive
14541,4,"fantastic, go for it but takes couple of seconds for printing"
14542,1,It is good for the small purpose.
14543,4,Nyc product
14544,4,Very very good
14545,3,I M Happy
14546,5,Good product
14547,3,OK super bur WiFi not
14548,5,mony wes..
14549,4,Delivery 4/5 Packaging 4/5 Product 4/5  Overall 4/5
14550,4,Very good product
14551,3,Good in this price
14552,5,osm product on this suitable prize
14553,5,Good product and fast delivery.
14554,4,Super save money and buy this printer
14555,1,"Very Good Product Quality is good , Good for Home, not for office  Cartridge's was little expensive,"
14556,4,Using it since four months and best investment at the reasonable price . This is a much when u have kids at home. Happy for this purchase
14557,5,Very good printer but use cartige properly amazing printing...
14558,4,good
14559,4,Such a Awesome Products
14560,5,A good product
14561,5,Quality of the printet is very poor. It is defective in functioning.
14562,4,This is a great buy and it has excellent quality of printing
14563,5,Good
14564,5,Very poor product
14565,3,Very good 👌
14566,5,Very Good printer at affordable price....I got this printer today ....very Good printer but at first the page stuck at head alignment.....but the problem was solved after this....copy was also very good....for home use specially for students it is awesome....just go for it....but cartige is little bit costly!
14567,4,good product but ink cost is high
14568,1,Device is pretty good just colour injact is not comfortable..
14569,5,Good
14570,5,This is best product.
14571,1,Very nice
14572,5,Best
14573,4,Nyc product 👌
14574,4,Good product
14575,3,Good
14576,5,Printing quality is so good. Scanning & copy quality also extraordinary performance.I like it very much.
14577,3,Super product
14578,4,Nice working
14579,5,It a nice product
14580,5,Very good product
14581,5,Only 40copy capacity new catrige
14582,5,ok.super
14583,5,Super
14584,4,I totally disappointed
14585,5,good product
14586,5,Good Product
14587,4,Nice product all in one
14588,1,"Waste product, Don't buy"
14589,5,Very good and good price
14590,4,Nice
14591,1,Nice printer easy to use and nice packaging
14592,5,Good
14593,4,Very good prodect
14594,4,To good
14595,1,Very bad
14596,5,"Very nice 👍👍 product, but only problem is that about cartridge s which is very costly."
14597,5,Box containg was damaged unsealed and in torn position. Items yet to be checkrf after installatiom
14598,5,Good quality
14599,5,Worth buying...
14600,5,Very very bed don't buy
14601,5,Very nice & best product
14602,1,My printer only 10 day s work next time break down!
14603,5,Very good printer
14604,1,Good one
14605,4,I'm very happy for that ...that I have received before expected date .
14606,5,Very good printer
14607,1,Waste low quality very very bad iam use only 2 days very bad product
14608,4,It's a very good pernter
14609,1,Very good product I love this product I recommend u to buy this product
14610,5,Very bad prblm
14611,5,Delivery as expected and conditions of the box was really good. There was no damage at all on the box. Excellent Flipkart team. Thank you very much.
14612,4,Great product in low budget.
14613,5,"The printer is very nice according to it's price works very fine and easy to use. Best for student's school and college, print, scan. But one issue is glossy paper doesn't work for A4 sheet. Overall nice printer."
